Subj,Type,ROI,Phase,beta,var,TRAIT,STATE
MAX147,safe,Right BLBM Amygdala,early,0.247713,0.021152,37,37
MAX147,safe,Right BLBM Amygdala,late,-0.177782,0.022294,37,37
MAX147,safe,Right BST,early,-0.033167,0.037344,37,37
MAX147,safe,Right BST,late,-0.031254,0.037395,37,37
MAX147,safe,Right CeMe Amygdala,early,0.183988,0.010901,37,37
MAX147,safe,Right CeMe Amygdala,late,0.228014,0.010916,37,37
MAX147,safe,Right Hypothalamus,early,0.259894,0.013105,37,37
MAX147,safe,Right Hypothalamus,late,0.480254,0.013346,37,37
MAX147,safe,Right MidPost Insula,early,0.118563,0.002269,37,37
MAX147,safe,Right MidPost Insula,late,-0.003435,0.002460,37,37
MAX147,safe,Right PAG,early,0.325289,0.022497,37,37
MAX147,safe,Right PAG,late,0.159210,0.022254,37,37
MAX147,safe,Right Posterior Caudate,early,-0.139421,0.005290,37,37
MAX147,safe,Right Posterior Caudate,late,-0.237458,0.005575,37,37
MAX147,safe,Right Posterior Putamen,early,0.055192,0.004643,37,37
MAX147,safe,Right Posterior Putamen,late,-0.188446,0.004958,37,37
MAX147,safe,Right Posterior Thalamus,early,0.042676,0.002396,37,37
MAX147,safe,Right Posterior Thalamus,late,-0.073171,0.002489,37,37
MAX147,safe,Right Ventral Striatum,early,0.043446,0.006730,37,37
MAX147,safe,Right Ventral Striatum,late,-0.006875,0.007094,37,37
MAX147,safe,vmPFC,early,-0.091845,0.029439,37,37
MAX147,safe,vmPFC,late,0.112258,0.031742,37,37
MAX147,threat,ACC,early,0.146299,0.008376,37,37
MAX147,threat,ACC,late,-0.602186,0.009513,37,37
MAX147,threat,Left AntDorsal Insula,early,0.214169,0.002331,37,37
MAX147,threat,Left AntDorsal Insula,late,-0.057487,0.002497,37,37
MAX147,threat,Left AntVentral Insula,early,0.379284,0.015894,37,37
MAX147,threat,Left AntVentral Insula,late,-0.339408,0.017141,37,37
MAX147,threat,Left Anterior  Putamen,early,0.296062,0.004323,37,37
MAX147,threat,Left Anterior  Putamen,late,-0.289445,0.004803,37,37
MAX147,threat,Left Anterior Caudate,early,0.523326,0.007284,37,37
MAX147,threat,Left Anterior Caudate,late,-0.354872,0.008202,37,37
MAX147,threat,Left Anterior MCC,early,0.425749,0.003990,37,37
MAX147,threat,Left Anterior MCC,late,-0.085646,0.004491,37,37
MAX147,threat,Left Anterior Thalamus,early,0.284102,0.004326,37,37
MAX147,threat,Left Anterior Thalamus,late,-0.232133,0.004811,37,37
MAX147,threat,Left BLBM Amygdala,early,0.904208,0.012986,37,37
MAX147,threat,Left BLBM Amygdala,late,0.416606,0.013779,37,37
MAX147,threat,Left BST,early,0.786365,0.037664,37,37
MAX147,threat,Left BST,late,0.316168,0.038769,37,37
MAX147,threat,Left CeMe Amygdala,early,0.139859,0.012120,37,37
MAX147,threat,Left CeMe Amygdala,late,0.226250,0.012449,37,37
MAX147,threat,Left Hypothalamus,early,0.033474,0.015152,37,37
MAX147,threat,Left Hypothalamus,late,-0.120631,0.016244,37,37
MAX147,threat,Left MidPost Insula,early,0.272378,0.002515,37,37
MAX147,threat,Left MidPost Insula,late,-0.067519,0.002789,37,37
MAX147,threat,Left PAG,early,0.747536,0.025725,37,37
MAX147,threat,Left PAG,late,0.248581,0.026481,37,37
MAX147,threat,Left Posterior Caudate,early,0.301888,0.005682,37,37
MAX147,threat,Left Posterior Caudate,late,-0.369767,0.006314,37,37
MAX147,threat,Left Posterior Putamen,early,0.499692,0.006915,37,37
MAX147,threat,Left Posterior Putamen,late,-0.087573,0.007558,37,37
MAX147,threat,Left Posterior Thalamus,early,-0.097327,0.002819,37,37
MAX147,threat,Left Posterior Thalamus,late,-0.405160,0.003025,37,37
MAX147,threat,Left Ventral Striatum,early,0.038187,0.005249,37,37
MAX147,threat,Left Ventral Striatum,late,-0.453989,0.005739,37,37
MAX147,threat,PCC,early,-0.311560,0.015314,37,37
MAX147,threat,PCC,late,-0.964633,0.017024,37,37
MAX147,threat,PCC/precuneus,early,0.055310,0.012242,37,37
MAX147,threat,PCC/precuneus,late,-0.499465,0.013122,37,37
MAX147,threat,Right AntDorsal Insula,early,0.435832,0.004533,37,37
MAX147,threat,Right AntDorsal Insula,late,-0.005923,0.005039,37,37
MAX147,threat,Right AntVentral Insula,early,0.512631,0.010204,37,37
MAX147,threat,Right AntVentral Insula,late,-0.233240,0.011338,37,37
MAX147,threat,Right Anterior Caudate,early,0.621596,0.004292,37,37
MAX147,threat,Right Anterior Caudate,late,-0.012643,0.004876,37,37
MAX147,threat,Right Anterior MCC,early,0.607646,0.005446,37,37
MAX147,threat,Right Anterior MCC,late,-0.041889,0.006181,37,37
MAX147,threat,Right Anterior Putamen,early,0.370189,0.003371,37,37
MAX147,threat,Right Anterior Putamen,late,-0.155780,0.003747,37,37
MAX147,threat,Right Anterior Thalamus,early,0.259553,0.004229,37,37
MAX147,threat,Right Anterior Thalamus,late,-0.242488,0.004760,37,37
MAX147,threat,Right BLBM Amygdala,early,0.993382,0.022510,37,37
MAX147,threat,Right BLBM Amygdala,late,0.474205,0.024608,37,37
MAX147,threat,Right BST,early,0.825920,0.038479,37,37
MAX147,threat,Right BST,late,-0.127628,0.039639,37,37
MAX147,threat,Right CeMe Amygdala,early,0.323995,0.011233,37,37
MAX147,threat,Right CeMe Amygdala,late,0.211394,0.011574,37,37
MAX147,threat,Right Hypothalamus,early,0.666100,0.013700,37,37
MAX147,threat,Right Hypothalamus,late,0.582122,0.014377,37,37
MAX147,threat,Right MidPost Insula,early,0.301293,0.002423,37,37
MAX147,threat,Right MidPost Insula,late,-0.136169,0.002749,37,37
MAX147,threat,Right PAG,early,0.558353,0.022850,37,37
MAX147,threat,Right PAG,late,0.386082,0.023220,37,37
MAX147,threat,Right Posterior Caudate,early,0.470436,0.005631,37,37
MAX147,threat,Right Posterior Caudate,late,-0.156455,0.006155,37,37
MAX147,threat,Right Posterior Putamen,early,0.337380,0.004958,37,37
MAX147,threat,Right Posterior Putamen,late,-0.191251,0.005508,37,37
MAX147,threat,Right Posterior Thalamus,early,0.126780,0.002531,37,37
MAX147,threat,Right Posterior Thalamus,late,-0.112345,0.002714,37,37
MAX147,threat,Right Ventral Striatum,early,0.240119,0.007159,37,37
MAX147,threat,Right Ventral Striatum,late,-0.278819,0.007833,37,37
MAX147,threat,vmPFC,early,-0.198301,0.031446,37,37
MAX147,threat,vmPFC,late,-0.998918,0.035392,37,37
MAX149,safe,ACC,early,0.010962,0.002368,33,26
MAX149,safe,ACC,late,0.070131,0.002497,33,26
MAX149,safe,Left AntDorsal Insula,early,0.084821,0.001419,33,26
MAX149,safe,Left AntDorsal Insula,late,0.091257,0.001444,33,26
MAX149,safe,Left AntVentral Insula,early,0.144835,0.002469,33,26
MAX149,safe,Left AntVentral Insula,late,0.207412,0.002467,33,26
MAX149,safe,Left Anterior  Putamen,early,-0.058978,0.002139,33,26
MAX149,safe,Left Anterior  Putamen,late,0.054857,0.002161,33,26
MAX149,safe,Left Anterior Caudate,early,0.026188,0.002652,33,26
MAX149,safe,Left Anterior Caudate,late,0.161012,0.002697,33,26
MAX149,safe,Left Anterior MCC,early,-0.042696,0.001727,33,26
MAX149,safe,Left Anterior MCC,late,0.017395,0.001758,33,26
MAX149,safe,Left Anterior Thalamus,early,0.032473,0.001038,33,26
MAX149,safe,Left Anterior Thalamus,late,0.104662,0.001067,33,26
MAX149,safe,Left BLBM Amygdala,early,0.199579,0.005169,33,26
MAX149,safe,Left BLBM Amygdala,late,0.359209,0.005150,33,26
MAX149,safe,Left BST,early,-0.133194,0.011732,33,26
MAX149,safe,Left BST,late,0.189422,0.011692,33,26
MAX149,safe,Left CeMe Amygdala,early,-0.272088,0.007385,33,26
MAX149,safe,Left CeMe Amygdala,late,-0.158007,0.007489,33,26
MAX149,safe,Left Hypothalamus,early,-0.090974,0.008880,33,26
MAX149,safe,Left Hypothalamus,late,0.163188,0.008897,33,26
MAX149,safe,Left MidPost Insula,early,0.071798,0.000785,33,26
MAX149,safe,Left MidPost Insula,late,0.051388,0.000811,33,26
MAX149,safe,Left PAG,early,0.000332,0.008976,33,26
MAX149,safe,Left PAG,late,0.075084,0.008917,33,26
MAX149,safe,Left Posterior Caudate,early,-0.030739,0.002055,33,26
MAX149,safe,Left Posterior Caudate,late,0.075908,0.002083,33,26
MAX149,safe,Left Posterior Putamen,early,-0.081907,0.002672,33,26
MAX149,safe,Left Posterior Putamen,late,0.030434,0.002714,33,26
MAX149,safe,Left Posterior Thalamus,early,0.065400,0.001477,33,26
MAX149,safe,Left Posterior Thalamus,late,0.080940,0.001519,33,26
MAX149,safe,Left Ventral Striatum,early,-0.046803,0.002000,33,26
MAX149,safe,Left Ventral Striatum,late,0.072842,0.002022,33,26
MAX149,safe,PCC,early,0.077879,0.009276,33,26
MAX149,safe,PCC,late,0.345573,0.009585,33,26
MAX149,safe,PCC/precuneus,early,0.101461,0.008580,33,26
MAX149,safe,PCC/precuneus,late,0.389165,0.008658,33,26
MAX149,safe,Right AntDorsal Insula,early,-0.014979,0.001532,33,26
MAX149,safe,Right AntDorsal Insula,late,-0.087608,0.001578,33,26
MAX149,safe,Right AntVentral Insula,early,-0.041684,0.003261,33,26
MAX149,safe,Right AntVentral Insula,late,-0.030364,0.003300,33,26
MAX149,safe,Right Anterior Caudate,early,0.050710,0.001294,33,26
MAX149,safe,Right Anterior Caudate,late,0.088598,0.001328,33,26
MAX149,safe,Right Anterior MCC,early,-0.283037,0.002938,33,26
MAX149,safe,Right Anterior MCC,late,-0.210178,0.003046,33,26
MAX149,safe,Right Anterior Putamen,early,0.007405,0.001303,33,26
MAX149,safe,Right Anterior Putamen,late,0.042022,0.001306,33,26
MAX149,safe,Right Anterior Thalamus,early,0.054202,0.001055,33,26
MAX149,safe,Right Anterior Thalamus,late,0.079780,0.001078,33,26
MAX149,safe,Right BLBM Amygdala,early,0.078680,0.003083,33,26
MAX149,safe,Right BLBM Amygdala,late,0.132217,0.003094,33,26
MAX149,safe,Right BST,early,-0.386214,0.010457,33,26
MAX149,safe,Right BST,late,-0.424341,0.010475,33,26
MAX149,safe,Right CeMe Amygdala,early,-0.165769,0.007314,33,26
MAX149,safe,Right CeMe Amygdala,late,-0.010974,0.007514,33,26
MAX149,safe,Right Hypothalamus,early,-0.066199,0.008635,33,26
MAX149,safe,Right Hypothalamus,late,0.137717,0.008764,33,26
MAX149,safe,Right MidPost Insula,early,0.059973,0.000813,33,26
MAX149,safe,Right MidPost Insula,late,0.069542,0.000841,33,26
MAX149,safe,Right PAG,early,0.031041,0.013722,33,26
MAX149,safe,Right PAG,late,-0.142552,0.013636,33,26
MAX149,safe,Right Posterior Caudate,early,-0.033482,0.002089,33,26
MAX149,safe,Right Posterior Caudate,late,0.096795,0.002117,33,26
MAX149,safe,Right Posterior Putamen,early,-0.088688,0.001755,33,26
MAX149,safe,Right Posterior Putamen,late,-0.041819,0.001786,33,26
MAX149,safe,Right Posterior Thalamus,early,0.127324,0.001574,33,26
MAX149,safe,Right Posterior Thalamus,late,0.106013,0.001633,33,26
MAX149,safe,Right Ventral Striatum,early,-0.002358,0.002250,33,26
MAX149,safe,Right Ventral Striatum,late,0.086540,0.002281,33,26
MAX149,safe,vmPFC,early,0.166563,0.012440,33,26
MAX149,safe,vmPFC,late,0.504992,0.012892,33,26
MAX149,threat,ACC,early,-0.135098,0.002268,33,26
MAX149,threat,ACC,late,-0.113853,0.002511,33,26
MAX149,threat,Left AntDorsal Insula,early,0.031094,0.001407,33,26
MAX149,threat,Left AntDorsal Insula,late,-0.065907,0.001456,33,26
MAX149,threat,Left AntVentral Insula,early,0.105748,0.002455,33,26
MAX149,threat,Left AntVentral Insula,late,0.132253,0.002478,33,26
MAX149,threat,Left Anterior  Putamen,early,-0.198501,0.002132,33,26
MAX149,threat,Left Anterior  Putamen,late,-0.103783,0.002181,33,26
MAX149,threat,Left Anterior Caudate,early,-0.114005,0.002636,33,26
MAX149,threat,Left Anterior Caudate,late,-0.048067,0.002725,33,26
MAX149,threat,Left Anterior MCC,early,0.134003,0.001716,33,26
MAX149,threat,Left Anterior MCC,late,0.046487,0.001789,33,26
MAX149,threat,Left Anterior Thalamus,early,-0.032539,0.001025,33,26
MAX149,threat,Left Anterior Thalamus,late,-0.094256,0.001081,33,26
MAX149,threat,Left BLBM Amygdala,early,0.067979,0.005103,33,26
MAX149,threat,Left BLBM Amygdala,late,0.204219,0.005139,33,26
MAX149,threat,Left BST,early,-0.137539,0.011594,33,26
MAX149,threat,Left BST,late,-0.303357,0.011669,33,26
MAX149,threat,Left CeMe Amygdala,early,-0.260578,0.007289,33,26
MAX149,threat,Left CeMe Amygdala,late,-0.227200,0.007439,33,26
MAX149,threat,Left Hypothalamus,early,0.085984,0.008760,33,26
MAX149,threat,Left Hypothalamus,late,-0.135635,0.008833,33,26
MAX149,threat,Left MidPost Insula,early,0.089968,0.000776,33,26
MAX149,threat,Left MidPost Insula,late,0.041356,0.000814,33,26
MAX149,threat,Left PAG,early,0.174459,0.008858,33,26
MAX149,threat,Left PAG,late,-0.098080,0.008875,33,26
MAX149,threat,Left Posterior Caudate,early,-0.121983,0.002040,33,26
MAX149,threat,Left Posterior Caudate,late,-0.081775,0.002097,33,26
MAX149,threat,Left Posterior Putamen,early,-0.328697,0.002653,33,26
MAX149,threat,Left Posterior Putamen,late,-0.283808,0.002744,33,26
MAX149,threat,Left Posterior Thalamus,early,-0.069238,0.001457,33,26
MAX149,threat,Left Posterior Thalamus,late,-0.117832,0.001511,33,26
MAX149,threat,Left Ventral Striatum,early,-0.155238,0.001985,33,26
MAX149,threat,Left Ventral Striatum,late,-0.156472,0.002028,33,26
MAX149,threat,PCC,early,-0.182221,0.009153,33,26
MAX149,threat,PCC,late,0.018018,0.009690,33,26
MAX149,threat,PCC/precuneus,early,-0.119400,0.008508,33,26
MAX149,threat,PCC/precuneus,late,0.259145,0.008692,33,26
MAX149,threat,Right AntDorsal Insula,early,-0.154954,0.001513,33,26
MAX149,threat,Right AntDorsal Insula,late,-0.219024,0.001592,33,26
MAX149,threat,Right AntVentral Insula,early,-0.183702,0.003237,33,26
MAX149,threat,Right AntVentral Insula,late,-0.268418,0.003328,33,26
MAX149,threat,Right Anterior Caudate,early,-0.050867,0.001284,33,26
MAX149,threat,Right Anterior Caudate,late,-0.071228,0.001333,33,26
MAX149,threat,Right Anterior MCC,early,-0.049943,0.002886,33,26
MAX149,threat,Right Anterior MCC,late,-0.289201,0.003090,33,26
MAX149,threat,Right Anterior Putamen,early,-0.103984,0.001294,33,26
MAX149,threat,Right Anterior Putamen,late,-0.039621,0.001314,33,26
MAX149,threat,Right Anterior Thalamus,early,-0.015200,0.001040,33,26
MAX149,threat,Right Anterior Thalamus,late,-0.056717,0.001083,33,26
MAX149,threat,Right BLBM Amygdala,early,0.043184,0.003052,33,26
MAX149,threat,Right BLBM Amygdala,late,0.041914,0.003094,33,26
MAX149,threat,Right BST,early,-0.639942,0.010316,33,26
MAX149,threat,Right BST,late,-0.398208,0.010403,33,26
MAX149,threat,Right CeMe Amygdala,early,-0.176648,0.007200,33,26
MAX149,threat,Right CeMe Amygdala,late,-0.073792,0.007475,33,26
MAX149,threat,Right Hypothalamus,early,-0.148151,0.008525,33,26
MAX149,threat,Right Hypothalamus,late,-0.047219,0.008705,33,26
MAX149,threat,Right MidPost Insula,early,0.040196,0.000803,33,26
MAX149,threat,Right MidPost Insula,late,-0.038667,0.000847,33,26
MAX149,threat,Right PAG,early,0.015830,0.013541,33,26
MAX149,threat,Right PAG,late,0.159313,0.013564,33,26
MAX149,threat,Right Posterior Caudate,early,-0.108918,0.002074,33,26
MAX149,threat,Right Posterior Caudate,late,-0.075967,0.002133,33,26
MAX149,threat,Right Posterior Putamen,early,-0.171928,0.001745,33,26
MAX149,threat,Right Posterior Putamen,late,-0.130523,0.001803,33,26
MAX149,threat,Right Posterior Thalamus,early,-0.030378,0.001543,33,26
MAX149,threat,Right Posterior Thalamus,late,-0.086435,0.001628,33,26
MAX149,threat,Right Ventral Striatum,early,0.025762,0.002232,33,26
MAX149,threat,Right Ventral Striatum,late,-0.044370,0.002297,33,26
MAX149,threat,vmPFC,early,-0.179236,0.012216,33,26
MAX149,threat,vmPFC,late,-0.003699,0.013070,33,26
MAX150,safe,ACC,early,0.163132,0.002676,47,47
MAX150,safe,ACC,late,-0.080018,0.002751,47,47
MAX150,safe,Left AntDorsal Insula,early,0.141823,0.001932,47,47
MAX150,safe,Left AntDorsal Insula,late,0.009458,0.001947,47,47
MAX150,safe,Left AntVentral Insula,early,-0.052784,0.004765,47,47
MAX150,safe,Left AntVentral Insula,late,-0.116577,0.004791,47,47
MAX150,safe,Left Anterior  Putamen,early,0.210530,0.002427,47,47
MAX150,safe,Left Anterior  Putamen,late,0.083885,0.002444,47,47
MAX150,safe,Left Anterior Caudate,early,0.126961,0.003023,47,47
MAX150,safe,Left Anterior Caudate,late,0.063817,0.003094,47,47
MAX150,safe,Left Anterior MCC,early,0.217008,0.003124,47,47
MAX150,safe,Left Anterior MCC,late,-0.042473,0.003133,47,47
MAX150,safe,Left Anterior Thalamus,early,0.082857,0.001449,47,47
MAX150,safe,Left Anterior Thalamus,late,0.090160,0.001464,47,47
MAX150,safe,Left BLBM Amygdala,early,0.309043,0.002572,47,47
MAX150,safe,Left BLBM Amygdala,late,0.279945,0.002542,47,47
MAX150,safe,Left BST,early,0.265479,0.013946,47,47
MAX150,safe,Left BST,late,0.345948,0.013775,47,47
MAX150,safe,Left CeMe Amygdala,early,0.534159,0.022056,47,47
MAX150,safe,Left CeMe Amygdala,late,0.365794,0.022016,47,47
MAX150,safe,Left Hypothalamus,early,-0.070573,0.005772,47,47
MAX150,safe,Left Hypothalamus,late,-0.058280,0.005719,47,47
MAX150,safe,Left MidPost Insula,early,0.237552,0.001643,47,47
MAX150,safe,Left MidPost Insula,late,0.106813,0.001661,47,47
MAX150,safe,Left PAG,early,0.152661,0.016395,47,47
MAX150,safe,Left PAG,late,0.305121,0.016194,47,47
MAX150,safe,Left Posterior Caudate,early,0.202977,0.004124,47,47
MAX150,safe,Left Posterior Caudate,late,0.145178,0.004219,47,47
MAX150,safe,Left Posterior Putamen,early,0.138777,0.003450,47,47
MAX150,safe,Left Posterior Putamen,late,0.063647,0.003450,47,47
MAX150,safe,Left Posterior Thalamus,early,0.012930,0.001458,47,47
MAX150,safe,Left Posterior Thalamus,late,-0.019799,0.001453,47,47
MAX150,safe,Left Ventral Striatum,early,-0.076275,0.002824,47,47
MAX150,safe,Left Ventral Striatum,late,-0.153986,0.002844,47,47
MAX150,safe,PCC,early,0.310452,0.018374,47,47
MAX150,safe,PCC,late,0.202433,0.018872,47,47
MAX150,safe,PCC/precuneus,early,0.375707,0.044436,47,47
MAX150,safe,PCC/precuneus,late,0.398572,0.046558,47,47
MAX150,safe,Right AntDorsal Insula,early,0.284758,0.001805,47,47
MAX150,safe,Right AntDorsal Insula,late,0.090484,0.001811,47,47
MAX150,safe,Right AntVentral Insula,early,0.115504,0.003958,47,47
MAX150,safe,Right AntVentral Insula,late,0.023031,0.003936,47,47
MAX150,safe,Right Anterior Caudate,early,0.221631,0.002237,47,47
MAX150,safe,Right Anterior Caudate,late,-0.019374,0.002261,47,47
MAX150,safe,Right Anterior MCC,early,0.452725,0.006489,47,47
MAX150,safe,Right Anterior MCC,late,0.068676,0.006579,47,47
MAX150,safe,Right Anterior Putamen,early,0.180823,0.001798,47,47
MAX150,safe,Right Anterior Putamen,late,0.079745,0.001833,47,47
MAX150,safe,Right Anterior Thalamus,early,0.223444,0.002009,47,47
MAX150,safe,Right Anterior Thalamus,late,0.048007,0.002044,47,47
MAX150,safe,Right BLBM Amygdala,early,0.027907,0.002314,47,47
MAX150,safe,Right BLBM Amygdala,late,0.006750,0.002289,47,47
MAX150,safe,Right BST,early,0.035476,0.013309,47,47
MAX150,safe,Right BST,late,0.180727,0.013142,47,47
MAX150,safe,Right CeMe Amygdala,early,0.452611,0.016082,47,47
MAX150,safe,Right CeMe Amygdala,late,0.337756,0.015994,47,47
MAX150,safe,Right Hypothalamus,early,0.227690,0.013118,47,47
MAX150,safe,Right Hypothalamus,late,0.264722,0.013285,47,47
MAX150,safe,Right MidPost Insula,early,0.208339,0.001949,47,47
MAX150,safe,Right MidPost Insula,late,0.134420,0.001955,47,47
MAX150,safe,Right PAG,early,0.207861,0.015126,47,47
MAX150,safe,Right PAG,late,0.293664,0.014933,47,47
MAX150,safe,Right Posterior Caudate,early,0.109153,0.008243,47,47
MAX150,safe,Right Posterior Caudate,late,0.206078,0.008341,47,47
MAX150,safe,Right Posterior Putamen,early,0.164329,0.005011,47,47
MAX150,safe,Right Posterior Putamen,late,0.067455,0.005147,47,47
MAX150,safe,Right Posterior Thalamus,early,0.068576,0.001350,47,47
MAX150,safe,Right Posterior Thalamus,late,0.009088,0.001347,47,47
MAX150,safe,Right Ventral Striatum,early,0.197647,0.002702,47,47
MAX150,safe,Right Ventral Striatum,late,-0.030013,0.002714,47,47
MAX150,safe,vmPFC,early,0.273430,0.015152,47,47
MAX150,safe,vmPFC,late,0.176547,0.015813,47,47
MAX150,threat,ACC,early,0.033616,0.002580,47,47
MAX150,threat,ACC,late,-0.086361,0.002737,47,47
MAX150,threat,Left AntDorsal Insula,early,0.246122,0.001894,47,47
MAX150,threat,Left AntDorsal Insula,late,0.094769,0.001944,47,47
MAX150,threat,Left AntVentral Insula,early,-0.031130,0.004669,47,47
MAX150,threat,Left AntVentral Insula,late,-0.153989,0.004761,47,47
MAX150,threat,Left Anterior  Putamen,early,0.126044,0.002381,47,47
MAX150,threat,Left Anterior  Putamen,late,0.138112,0.002439,47,47
MAX150,threat,Left Anterior Caudate,early,0.122260,0.002938,47,47
MAX150,threat,Left Anterior Caudate,late,0.011214,0.003080,47,47
MAX150,threat,Left Anterior MCC,early,0.412450,0.003069,47,47
MAX150,threat,Left Anterior MCC,late,0.201446,0.003128,47,47
MAX150,threat,Left Anterior Thalamus,early,0.040450,0.001412,47,47
MAX150,threat,Left Anterior Thalamus,late,0.010676,0.001455,47,47
MAX150,threat,Left BLBM Amygdala,early,0.214495,0.002539,47,47
MAX150,threat,Left BLBM Amygdala,late,0.182853,0.002536,47,47
MAX150,threat,Left BST,early,0.227436,0.013744,47,47
MAX150,threat,Left BST,late,0.146372,0.013716,47,47
MAX150,threat,Left CeMe Amygdala,early,0.430928,0.021665,47,47
MAX150,threat,Left CeMe Amygdala,late,0.380973,0.021863,47,47
MAX150,threat,Left Hypothalamus,early,-0.058325,0.005675,47,47
MAX150,threat,Left Hypothalamus,late,-0.049672,0.005683,47,47
MAX150,threat,Left MidPost Insula,early,0.202215,0.001609,47,47
MAX150,threat,Left MidPost Insula,late,0.066124,0.001655,47,47
MAX150,threat,Left PAG,early,-0.035235,0.016147,47,47
MAX150,threat,Left PAG,late,0.330613,0.016116,47,47
MAX150,threat,Left Posterior Caudate,early,0.038380,0.004001,47,47
MAX150,threat,Left Posterior Caudate,late,0.100232,0.004193,47,47
MAX150,threat,Left Posterior Putamen,early,-0.037305,0.003404,47,47
MAX150,threat,Left Posterior Putamen,late,-0.031779,0.003444,47,47
MAX150,threat,Left Posterior Thalamus,early,-0.106798,0.001439,47,47
MAX150,threat,Left Posterior Thalamus,late,-0.185391,0.001447,47,47
MAX150,threat,Left Ventral Striatum,early,-0.110749,0.002772,47,47
MAX150,threat,Left Ventral Striatum,late,-0.294649,0.002836,47,47
MAX150,threat,PCC,early,-0.271623,0.017699,47,47
MAX150,threat,PCC,late,-0.038033,0.018791,47,47
MAX150,threat,PCC/precuneus,early,-0.199587,0.041318,47,47
MAX150,threat,PCC/precuneus,late,0.015498,0.045977,47,47
MAX150,threat,Right AntDorsal Insula,early,0.283828,0.001771,47,47
MAX150,threat,Right AntDorsal Insula,late,0.179094,0.001808,47,47
MAX150,threat,Right AntVentral Insula,early,0.153563,0.003908,47,47
MAX150,threat,Right AntVentral Insula,late,0.026400,0.003928,47,47
MAX150,threat,Right Anterior Caudate,early,0.169960,0.002190,47,47
MAX150,threat,Right Anterior Caudate,late,-0.006679,0.002255,47,47
MAX150,threat,Right Anterior MCC,early,0.715012,0.006325,47,47
MAX150,threat,Right Anterior MCC,late,0.356480,0.006565,47,47
MAX150,threat,Right Anterior Putamen,early,0.111796,0.001749,47,47
MAX150,threat,Right Anterior Putamen,late,0.110329,0.001822,47,47
MAX150,threat,Right Anterior Thalamus,early,0.145103,0.001956,47,47
MAX150,threat,Right Anterior Thalamus,late,0.121296,0.002036,47,47
MAX150,threat,Right BLBM Amygdala,early,-0.010333,0.002283,47,47
MAX150,threat,Right BLBM Amygdala,late,0.032695,0.002278,47,47
MAX150,threat,Right BST,early,0.035049,0.013105,47,47
MAX150,threat,Right BST,late,0.124759,0.013077,47,47
MAX150,threat,Right CeMe Amygdala,early,0.308144,0.015831,47,47
MAX150,threat,Right CeMe Amygdala,late,0.077633,0.015924,47,47
MAX150,threat,Right Hypothalamus,early,0.156706,0.012820,47,47
MAX150,threat,Right Hypothalamus,late,0.012549,0.013196,47,47
MAX150,threat,Right MidPost Insula,early,0.175507,0.001920,47,47
MAX150,threat,Right MidPost Insula,late,0.051267,0.001955,47,47
MAX150,threat,Right PAG,early,0.186502,0.014897,47,47
MAX150,threat,Right PAG,late,0.251459,0.014869,47,47
MAX150,threat,Right Posterior Caudate,early,-0.059338,0.008069,47,47
MAX150,threat,Right Posterior Caudate,late,0.223407,0.008321,47,47
MAX150,threat,Right Posterior Putamen,early,0.088933,0.004829,47,47
MAX150,threat,Right Posterior Putamen,late,0.074499,0.005127,47,47
MAX150,threat,Right Posterior Thalamus,early,-0.059838,0.001327,47,47
MAX150,threat,Right Posterior Thalamus,late,-0.112898,0.001344,47,47
MAX150,threat,Right Ventral Striatum,early,0.170836,0.002657,47,47
MAX150,threat,Right Ventral Striatum,late,-0.008336,0.002705,47,47
MAX150,threat,vmPFC,early,-0.041135,0.014398,47,47
MAX150,threat,vmPFC,late,-0.080076,0.015539,47,47
MAX151,safe,ACC,early,0.088671,0.002904,28,24
MAX151,safe,ACC,late,0.234002,0.003076,28,24
MAX151,safe,Left AntDorsal Insula,early,0.088340,0.002281,28,24
MAX151,safe,Left AntDorsal Insula,late,0.104624,0.002411,28,24
MAX151,safe,Left AntVentral Insula,early,0.176377,0.005200,28,24
MAX151,safe,Left AntVentral Insula,late,0.271038,0.005493,28,24
MAX151,safe,Left Anterior  Putamen,early,0.064926,0.003666,28,24
MAX151,safe,Left Anterior  Putamen,late,0.222825,0.003892,28,24
MAX151,safe,Left Anterior Caudate,early,-0.016934,0.004418,28,24
MAX151,safe,Left Anterior Caudate,late,0.213308,0.004689,28,24
MAX151,safe,Left Anterior MCC,early,0.287515,0.003810,28,24
MAX151,safe,Left Anterior MCC,late,0.255531,0.004043,28,24
MAX151,safe,Left Anterior Thalamus,early,0.019579,0.004524,28,24
MAX151,safe,Left Anterior Thalamus,late,0.150010,0.004798,28,24
MAX151,safe,Left BLBM Amygdala,early,0.377789,0.033326,28,24
MAX151,safe,Left BLBM Amygdala,late,0.575915,0.033133,28,24
MAX151,safe,Left BST,early,-0.192060,0.015756,28,24
MAX151,safe,Left BST,late,0.222869,0.015625,28,24
MAX151,safe,Left CeMe Amygdala,early,0.117435,0.018088,28,24
MAX151,safe,Left CeMe Amygdala,late,0.574151,0.018102,28,24
MAX151,safe,Left Hypothalamus,early,0.182923,0.011149,28,24
MAX151,safe,Left Hypothalamus,late,0.308409,0.011272,28,24
MAX151,safe,Left MidPost Insula,early,0.184561,0.002381,28,24
MAX151,safe,Left MidPost Insula,late,0.124746,0.002524,28,24
MAX151,safe,Left PAG,early,0.378556,0.013406,28,24
